"Date of introduction";"Bill title";"Current Status";"Date - Passage / Withdrawal /Lapsing";"link";"Representative"
"12.12.2014";"The Prohibition on Use of Coercive Methods for Recovery of Bank Loans Bill, 2014";"Pending";"";"";"Kirit Premjibhai Solanki"
"12.12.2014";"The Compulsory Medical Preparedness in Schools Bill, 2014";"Pending";"";"";"Kirit Premjibhai Solanki"
"12.12.2014";"The Indian Penal Code (Amendment) Bill, 2014 (Insertion of new section 304AA)";"Pending";"";"";"Kirit Premjibhai Solanki"
"08.08.2014";"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2014 (Amendment of section 3, etc.)";"Pending";"";"";"Kirit Premjibhai Solanki"
"08.08.2014";"The Constitution (Amendment) Bill, 2014 (Insertion of new article 16A, etc.)";"Pending";"";"";"Kirit Premjibhai Solanki"
"08.08.2014";"The Surrogacy (Regulation) Bill, 2014";"Pending";"";"";"Kirit Premjibhai Solanki"
"08.08.2014";"The Acid (Control) Bill, 2014";"Withdrawn";"2014-12-12";"";"Kirit Premjibhai Solanki"
"24.03.2017";"The National Skills University Bill, 2017";"Pending";"";"";"Kirit Somaiya"
"29.04.2016";"The Information Technology (Amendment) Bill, 2016 (Substitution of new section for section78)";"Pending";"";"";"Kirit Somaiya"
"12.12.2014";"The Good Samaritan (Protection from Civil and Criminal Liabilities) and Miscellaneous Provisions Bill, 2014";"Pending";"";"";"Kirron Anupam Kher"
"26.02.2016";"The Euryale Ferox Nut Growers (Remunerative Price and Welfare) Bill, 2016";"Pending";"";"";"Kirti (Jha) Azad"
"26.02.2016";"The Nationalisation of Inter-State Rivers Bill, 2016";"Pending";"";"";"Kirti (Jha) Azad"
"26.02.2016";"The Prevention and Punishment of the Crime of Genocide Bill, 2016";"Pending";"";"";"Kirti (Jha) Azad"
"28.11.2014";"The Constitution (Amendment) Bill, 2014 (Insertion of new article 371K)";"Pending";"";"";"Kirti (Jha) Azad"
"03.08.2018";"The Constitution (Amendment) Bill, 2017 (Amendment of article 19)";"Pending";"";"";"Konda Vishweshwar Reddy"
"03.08.2018";"The Reserve Bank of India (Amendment) Bill, 2017 (Amendment of section 2, etc.)";"Pending";"";"";"Konda Vishweshwar Reddy"
"11.03.2016";"The Waste Management Bill, 2016";"Pending";"";"";"Konda Vishweshwar Reddy"
"29.12.2017";"The Uniform Insurance for Affected Pilgrims Bill, 2017";"Pending";"";"";"Maheish Girri"
"29.12.2017";"The Protection of Women from Unnecessary Caesarean Section Deliveries Bill, 2017";"Pending";"";"";"Maheish Girri"
"29.12.2017";"The Indian Penal Code (Amendment) Bill, 2017 (Substitution of new sections for section 272 and 273)";"Pending";"";"";"Maheish Girri"
"21.07.2017";"The Cervical Cancer (Awareness and Compulsory Vaccination) Bill, 2016";"Pending";"";"";"Maheish Girri"
"21.07.2017";"The Right of Children to Free and Compulsory Education (Amendment) Bill, 2017 (Substitution of new section for section 27)";"Pending";"";"";"Maheish Girri"
"21.07.2017";"The Regulation of Private Hostels and Paying Guest Accommodation Centres bill, 2017";"Pending";"";"";"Maheish Girri"
"21.07.2017";"The Indian Penal Code (Amendment) Bill, 2016 (Amendment of section 326A)";"Pending";"";"";"Maheish Girri"
"10.03.2017";"The Maintenance of Cleanliness Bill, 2016";"Pending";"";"";"Maheish Girri"
"10.03.2017";"The Drugs and Cosmetics (Amendment) Bill, 2016 (Amendment of section 2, etc.)";"Pending";"";"";"Maheish Girri"
"10.03.2017";"The Constitution (Amendment) Bill, 2016 (Amendment of article 15)";"Pending";"";"";"Maheish Girri"
"10.03.2017";"The Special Financial Assistance to the Victims of Terror Attacks Bill, 2016";"Pending";"";"";"Maheish Girri"
"18.12.2015";"The National Cadet Corps (Amendment) Bill, 2015 (Amendment of section 6)";"Pending";"";"";"Maheish Girri"
"18.12.2015";"The Artisans (Welfare and Promotion) Bill, 2015";"Pending";"";"";"Maheish Girri"
"04.12.2015";"The Special Financial Assistance to the National Capital Territory of Delhi Bill, 2015";"Pending";"";"";"Maheish Girri"
"08.05.2015";"The Private Drivers (Welfare) Bill, 2015";"Pending";"";"";"Maheish Girri"
"24.04.2015";"The Transgender Persons (Provision of Social Security) Bill, 2015";"Pending";"";"";"Maheish Girri"
"13.03.2015";"The Play Schools (Regulation) Bill, 2015";"Pending";"";"";"Maheish Girri"
"13.03.2015";"The Unemployment Allowance for Graduates Living Below Poverty Line Bill, 2015";"Pending";"";"";"Maheish Girri"
"29.04.2016";"The Constitution (Scheduled Castes and Scheduled Tribes) Orders (Amendment) Bill, 2016";"Pending";"";"";"Mahendra Nath Pandey"
"03.08.2018";"The Fluoride Contamination (Prevention) Bill, 2017";"Pending";"";"";"Malla Reddy"
"29.12.2017";"The Constitution (Amendment) Bill, 2017 (Insertion of new article 21B)";"Pending";"";"";"Manoj Rajoria"
"29.12.2017";"The High Courts (Use of Official Languages) Bill, 2017";"Pending";"";"";"Manoj Rajoria"
"29.12.2017";"The Special Financial Assistance to the State of Rajasthan Bill, 2017";"Pending";"";"";"Manoj Rajoria"
"29.12.2017";"The Water Conservation Authority of India Bill, 2017";"Pending";"";"";"Manoj Rajoria"
"05.08.2016";"The Freedom Fighters and their Families (Welfare) Bill, 2016";"Pending";"";"";"Manoj Rajoria"
"05.08.2016";"The High Court of Rajasthan (Establishment of a Permanent Bench at Karauli) Bill, 2016";"Pending";"";"";"Manoj Rajoria"
"05.08.2016";"The Micro Finance Institutions (Regulation of Money Lending) Bill, 2016";"Pending";"";"";"Manoj Rajoria"
"05.08.2016";"The National Solar Energy Authority Bill, 2016";"Pending";"";"";"Manoj Rajoria"
"11.03.2016";"The Compulsory Imparting of Moral Education in Educational Institutions Bill, 2016";"Pending";"";"";"Manoj Rajoria"
"11.03.2016";"The Missing Children (Faster Tracking and Reuniting) Bill, 2016";"Pending";"";"";"Manoj Rajoria"
"18.12.2015";"The Medical Consultancy and Other Services (Rationalisation of Fees) Bill, 2015";"Pending";"";"";"Manoj Rajoria"
"07.08.2015";"The Eradication of Malnutrition Bill, 2015";"Pending";"";"";"Manoj Rajoria"
"28.12.2018";"The Plastic Packaging (Regulation) Bill, 2018";"Pending";"";"";"Meenakashi Lekhi"
"03.08.2018";"The Constitution (Amendment) Bill, 2017 (Amendment of article 124)";"Pending";"";"";"Meenakashi Lekhi"
"03.08.2018";"The Constitution (Amendment) Bill, 2017 (Amendment of article 124)";"Pending";"";"";"Meenakashi Lekhi"
"03.08.2018";"The Constitution (Scheduled Castes) (Union Territories) Order (Amendment) Bill, 2018 (Amendment of the Schedule)";"Pending";"";"";"Meenakashi Lekhi"
"03.08.2018";"The Constitution (Amendment) Bill, 2017 (Insertion of new article 324A)";"Pending";"";"";"Meenakashi Lekhi"
"29.12.2017";"The Constitution (Amendment) Bill, 2017 (Amendment of article 102)";"Pending";"";"";"Meenakashi Lekhi"
"29.12.2017";"The Indian Veterinary Council (Amendment) Bill, 2017 (Amendment of sections 2 and 15)";"Pending";"";"";"Meenakashi Lekhi"
"29.12.2017";"The Constitution (Amendment) Bill, 2017 (Amendment of article 366)";"Pending";"";"";"Meenakashi Lekhi"
"29.12.2017";"The Constitution (Amendment) Bill, 2017 (Amendment of article 39)";"Pending";"";"";"Meenakashi Lekhi"
"21.07.2017";"The Constitution (Amendment) Bill, 2017 (Amendment of Seventh Schedule) Second Bill";"Pending";"";"";"Meenakashi Lekhi"
"21.07.2017";"The Constitution (Amendment) Bill, 2017 (Amendment of Seventh Schedule)";"Pending";"";"";"Meenakashi Lekhi"
"21.07.2017";"The Constitution (Amendment) Bill, 2017 (Amendment of article 51A)";"Pending";"";"";"Meenakashi Lekhi"
"21.07.2017";"The Constitution (Amendment) Bill, 2017 (Amendment of article 12)";"Pending";"";"";"Meenakashi Lekhi"
"10.03.2017";"The Constitution (Amendment) Bill, 2017(Amendment of articles 217 and 224)";"Pending";"";"";"Meenakashi Lekhi"
"10.03.2017";"The Constitution (Amendment) Bill, 2017(Amendment of Seventh Schedule)";"Pending";"";"";"Meenakashi Lekhi"
"10.03.2017";"The Constitution (Amendment) Bill, 2017(Insertion of new article 220A)";"Pending";"";"";"Meenakashi Lekhi"
"10.03.2017";"The Constitution (Scheduled Castes) Orders (Amendment) Bill, 2016 (Amendment of the Schedules)";"Pending";"";"";"Meenakashi Lekhi"
"08.05.2015";"The Indian Penal Code (Amendment) Bill, 2015 (Substitution of new section for section 326A)";"Pending";"";"";"Meenakashi Lekhi"
"08.05.2015";"The Code of Criminal Procedure (Amendment) Bill, 2015 (Amendment of section 357A)";"Pending";"";"";"Meenakashi Lekhi"
"27.02.2015";"The Code of Civil Procedure (Amendment) Bill, 2015 (Amendment of Order XXI)";"Pending";"";"";"Meenakashi Lekhi"
"07.04.2017";"The Airlines Regulatory Authority Bill, 2017";"Pending";"";"";"M. K. Raghavan"
"18.12.2015";"The Airlines (Fare Structure) Bill, 2015";"Pending";"";"";"M. K. Raghavan"
"18.12.2015";"The Cleaning of Rivers (Provision of Financial Assistance) Bill, 2015";"Pending";"";"";"M. K. Raghavan"
"18.12.2015";"The Provision of Financial Assistance (for Upgrading of Hospitals) Bill, 2015";"Pending";"";"";"M. K. Raghavan"
"18.12.2015";"The Railway Security Force Bill, 2015";"Pending";"";"";"M. K. Raghavan"
"08.05.2015";"The Special Financial Assistance to the State of Kerala Bill, 2015";"Pending";"";"";"M. K. Raghavan"
"08.05.2015";"The Waterways Development Council Bill, 2015";"Pending";"";"";"M. K. Raghavan"
"12.12.2014";"The Constitution (Amendment) Bill, 2014 (Amendment of article 316)";"Pending";"";"";"M. K. Raghavan"
"12.12.2014";"The Drugs (Price Control) Bill, 2014";"Pending";"";"";"M. K. Raghavan"
"12.12.2014";"The Health Insurance Scheme Bill, 2014";"Pending";"";"";"M. K. Raghavan"
"12.12.2014";"The Persons with Disabilities (Equal Opportunities, Protection of Rights and Full Participation) Amendment Bill, 2014 (Amendment of section 26 etc.)";"Pending";"";"";"M. K. Raghavan"
"08.08.2014";"The Coconut Growers (Welfare) Bill, 2014";"Pending";"";"";"M. K. Raghavan"
"08.08.2014";"The High Court of Kerala (Establishment of a Permanent Bench at Kozhikode) Bill, 2014";"Pending";"";"";"M. K. Raghavan"
"08.08.2014";"The Payment of Compensation to Persons Attacked by Wild Animals Bill, 2014";"Pending";"";"";"M. K. Raghavan"
"08.08.2014";"The Payment of Compensation to victims of Natural Calamities and Snake Bite Bill, 2014";"Pending";"";"";"M. K. Raghavan"
"27.02.2015";"The Special Financial Assistance to the State of Andhra Pradesh Bill, 2015";"Withdrawn";"2017-07-21";"";"Murali Mohan Maganti"
"03.08.2018";"The Reservation in Posts and Services for Kapu Community of Andhra Pradesh Bill, 2018";"Pending";"";"";"Muttamsetti Srinivasa Rao (Avanthi)"
"05.08.2016";"The High Court of Orissa (Establishment of Permanent Bench at Sambalpur) Bill, 2016";"Pending";"";"";"Nagendra Kumar Pradhan"
"08.05.2015";"The Mahatma Gandhi National Rural Employment Guarantee (Amendment) Bill, 2015 (Amendment of section 2)";"Pending";"";"";"Nanabhau Falgunrao Patole"
"24.03.2017";"The Bureau of Accountability Bill, 2017";"Pending";"";"";"Naranbhai Kachhadia"
"21.07.2017";"The Fishermen (Protection and Welfare) Bill, 2017";"Pending";"";"";"Narendra Keshav Sawaikar"
"28.12.2018";"The National Agricultural Policy Commission Bill, 2018";"Pending";"";"";"Nihalchand"
"28.12.2018";"The National Malnutrition Policy Commission Bill, 2018";"Pending";"";"";"Nihalchand"
"28.12.2018";"The National Sports Development Commission Bill, 2018";"Pending";"";"";"Nihalchand"
"03.08.2018";"The Menstruation Benefits Bill, 2017";"Pending";"";"";"Ninong Ering"
"03.08.2018";"The Press Council (Amendment) Bill, 2017 (Amendment of section 2,etc.)";"Pending";"";"";"Ninong Ering"
"03.08.2018";"The Representation of the People (Amendment) Bill, 2017 (Insertion of new section 75B)";"Pending";"";"";"Ninong Ering"
"03.08.2018";"The Right to Public Services Bill, 2017";"Pending";"";"";"Ninong Ering"
"24.03.2017";"The Compulsory Teaching of North-East Culture in Educational Institution Bill, 2017";"Pending";"";"";"Ninong Ering"
"24.03.2017";"The National Tribal Research and Development University Bill, 2017";"Pending";"";"";"Ninong Ering"
"24.03.2017";"The State of Arunachal Pradesh (Amendment) Bill, 2016 (Amendment of section 35)";"Pending";"";"";"Ninong Ering"
"05.08.2016";"The State of Arunachal Pradesh (Amendment) Bill, 2016 (Insertion of new sections 29A to 291)";"Pending";"";"";"Ninong Ering"
"18.12.2015";"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 2015 (Amendment of the Schedule)";"Pending";"";"";"Ninong Ering"
"08.02.2019";"The Environment Protection (Management of Landfill Sites and Control of non-Biodegradable Garbage) Bill, 2019";"Pending";"";"";"Nishikant Dubey"
"08.02.2019";"The Constitution (Amendment) Bill, 2019 (Insertion of new article 85A)";"Pending";"";"";"Nishikant Dubey"
"08.02.2019";"The Constitution (Amendment) Bill, 2018 (Insertion of new articles 121A and 211A)";"Pending";"";"";"Nishikant Dubey"
"08.02.2019";"The Constitution (Amendment) Bill, 2018 (Amendment of article 51A)";"Pending";"";"";"Nishikant Dubey"
"28.12.2018";"The Vedic Education (Compulsory Teaching in Educational Institutions) Bill, 2018";"Pending";"";"";"Nishikant Dubey"
"28.12.2018";"The Compulsory Protection of Witness and Victims of Crimes Bill, 2018";"Pending";"";"";"Nishikant Dubey"
"28.12.2018";"The Cow Protection Bill, 2018";"Pending";"";"";"Nishikant Dubey"
"28.12.2018";"The Constitution (Amendment) Bill, 2018 (Insertion of new article 21B)";"Pending";"";"";"Nishikant Dubey"
"03.08.2018";"The Tribal Children and Lactating Women in Jharkhand and Other States (Removal of Hunger, Malnutrition and Prevention of Starvation Deaths) Bill, 2017";"Pending";"";"";"Nishikant Dubey"
"03.08.2018";"The Right of Children to Free and Compulsory Education (Amendment) Bill, 2018 (Amendment of section 2, etc.)";"Pending";"";"";"Nishikant Dubey"
"03.08.2018";"The Prevention of Crimes in the Name of Honour and Tradition and Prohibi-tion of Interference with the Freedom of Matrimonial Alliances Bill, 2017";"Pending";"";"";"Nishikant Dubey"
"03.08.2018";"The Constitution (Amendment) Bill, 2017 (Insertion of new article 21B)";"Pending";"";"";"Nishikant Dubey"
"29.12.2017";"The Youth (Eradication of Unemployment and Miscellaneous Provisions) Bill, 2017";"Pending";"";"";"Nishikant Dubey"
"29.12.2017";"The Arsenic Contamination (Prevention) Bill, 2017";"Pending";"";"";"Nishikant Dubey"
"29.12.2017";"The Voluntary Organisation (Regulation) Bill, 2017";"Pending";"";"";"Nishikant Dubey"
"29.12.2017";"The Constitution (Amendment) Bill, 2017 (Amendment of article 83, etc.)";"Pending";"";"";"Nishikant Dubey"
"21.07.2017";"The Representation of the People (Amendment) Bill, 2017 (Amendment of section 14)";"Pending";"";"";"Nishikant Dubey"
"21.07.2017";"The Protection of Children from Sexual Offences (Amendment) Bill, 2017 (Omission of section 19)";"Pending";"";"";"Nishikant Dubey"
"21.07.2017";"The Distressed Widows and Single Women) Protection, Rehabilitation and Welfare) Bill, 2017";"Pending";"";"";"Nishikant Dubey"
"10.03.2017";"The Scheduled Castes and the Scheduled Tribes (Prevention of Caste-Based Discrimination in Educational Institutions) Bill, 2016";"Pending";"";"";"Nishikant Dubey"
"10.03.2017";"The Constitution (Amendment) Bill, 2016 (Insertion of new article 370A)";"Pending";"";"";"Nishikant Dubey"
"10.03.2017";"The Constitution (Amendment) Bill, 2016 (Amendment of article 72)";"Pending";"";"";"Nishikant Dubey"
"10.03.2017";"The Youth (Development and Welfare) Bill, 2016";"Pending";"";"";"Nishikant Dubey"
"05.08.2016";"The Constitution (Amendment) Bill, 2016 (Substitution of new article for article 343, etc.)";"Pending";"";"";"Nishikant Dubey"
"05.08.2016";"The Right of Children to Free and Compulsory Education (Amendment) Bill, 2016 (Substitutions of new section for section 16)";"Pending";"";"";"Nishikant Dubey"
"05.08.2016";"The Code of Criminal Procedure (Amendment) Bill, 2016 (Amendment of section 196)";"Pending";"";"";"Nishikant Dubey"
"05.08.2016";"The Child Development Programmes Coordination Agency Bill, 2016";"Pending";"";"";"Nishikant Dubey"
"11.03.2016";"The Personal Bankruptcy (Declaration and Rehabilitation) Bill, 2016";"Pending";"";"";"Nishikant Dubey"
"11.03.2016";"The Compulsory Basic Facilities for Widow and Orphans Bill, 2016";"Pending";"";"";"Nishikant Dubey"
"18.12.2015";"The Constitution (Amendment) Bill, 2015 (Amendment of articles 341 and 342)";"Pending";"";"";"Nishikant Dubey"
"18.12.2015";"The Consumer Goods (Right to Free Return) Bill, 2015";"Pending";"";"";"Nishikant Dubey"
"18.12.2015";"The Constitution (Amendment) Bill, 2015 (Substitution of new article for article 130)";"Pending";"";"";"Nishikant Dubey"
"18.12.2015";"The Special Financial Assistance to Santhal Pargana Region of the State of Jharkhand Bill, 2015";"Pending";"";"";"Nishikant Dubey"
"07.08.2015";"The Constitution (Amendment) Bill, 2015 (Amendment of article 58)";"Pending";"";"";"Nishikant Dubey"
"07.08.2015";"The Farmers and Agricultural Workers Social Security Bill, 2015";"Pending";"";"";"Nishikant Dubey"
"07.08.2015";"The Code of Civil Procedure (Amendment) Bill, 2015 (Amendment of section 80)";"Pending";"";"";"Nishikant Dubey"
"07.08.2015";"The Constitution (Amendment) Bill, 2015 (Amendment of the Eighth Schedule)";"Pending";"";"";"Nishikant Dubey"
"24.04.2015";"The Drought Affected and Drought Prone Areas (Special Provisions) Bill, 2015";"Pending";"";"";"Nishikant Dubey"
"24.04.2015";"The Underprivileged Orphan, Vagabond and other Street Children (Privation of Abuse, Rehabilitation and Welfare) Bill, 2015";"Pending";"";"";"Nishikant Dubey"
"24.04.2015";"The Cow and other Milch Animals (Prohibition of Slaughter, Cruelty and other Provisions) Bill, 2015.";"Pending";"";"";"Nishikant Dubey"
"13.03.2015";"The Tourism Promotion Corporation of India Bill, 2015";"Pending";"";"";"Nishikant Dubey"
"12.12.2014";"The Indian Penal Code (Amendment) Bill, 2014 (Omission of section 353)";"Pending";"";"";"Nishikant Dubey"
"12.12.2014";"The High Court of Jharkhand (Establishment of a Permanent Bench at Dumka) Bill, 2014";"Pending";"";"";"Nishikant Dubey"
"12.12.2014";"The Farmers (Protection, Prevention of Suicides and Welfare) Bill, 2014";"Pending";"";"";"Nishikant Dubey"
"11.07.2014";"The Constitution (Amendment) Bill, 2014 (Insertion of new articles 16A and 29A)";"Pending";"";"";"Nishikant Dubey"
"11.07.2014";"The National Minimum Pension (Guarantee) Bill, 2014";"Withdrawn";"2014-08-08";"";"Nishikant Dubey"
"11.07.2014";"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 2014 (Amendment of the Schedule)";"Pending";"";"";"Nishikant Dubey"
"11.07.2014";"The Bihar Reorganisation (Amendment) Bill, 2014 (Amendment of the Eighth Schedule)";"Pending";"";"";"Nishikant Dubey"
"28.12.2018";"The Anganwadi Workers (Regularisation of Service and Welfare) Bill, 2018";"Pending";"";"";"N.K.Premachandran"
"28.12.2018";"The ASHA Workers (Regularisation of Service and other Benefits) Bill, 2018";"Pending";"";"";"N.K.Premachandran"
"28.12.2018";"The Mahatma Gandhi National Rural Employment Guarantee (Amendment) Bill, 2018 (Amendment of section 3, etc.)";"Pending";"";"";"N.K.Premachandran"
"29.12.2017";"The Drugs and Cosmetics (Amendment) Bill, 2017 (Amendment of section 3)";"Pending";"";"";"N.K.Premachandran"
"29.12.2017";"The Employees? State Insurance (Amendment) Bill, 2017 (Amendment of section 1, etc.)";"Pending";"";"";"N.K.Premachandran"
"29.12.2017";"The Indian Medical Council (Amendment) Bill, 2017 (Insertion of new section 10E, etc.)";"Pending";"";"";"N.K.Premachandran"
"29.12.2017";"The Securitisation and Reconstruction of Financial Assets and Enforcement of Security Interest (Amendment) Bill, 2017 (Amendment of section 31)";"Pending";"";"";"N.K.Premachandran"
"03.08.2018";"The Companies (Amendment) Bill, 2018 (Amendment of section 134)";"Pending";"";"";"Om Birla"
"29.12.2017";"The Constitution (Amendment) Bill, 2017(Amendment of article 84)";"Pending";"";"";"Om Birla"
"29.12.2017";"The Constitution (Amendment) Bill, 2017(Insertion of new article 28A)";"Pending";"";"";"Om Birla"
"10.03.2017";"The Constitution (Amendment) Bill, 2017 (Amendment of article 348)";"Pending";"";"";"Om Birla"
"29.04.2016";"The Compulsory Teaching of Sanitation and Cleanliness in Schools Bill, 2016";"Pending";"";"";"Om Birla"
"18.12.2015";"The Witness Protection Bill, 2015";"Pending";"";"";"Om Birla"
"28.12.2018";"The Compulsory Military Training Bill, 2018";"Pending";"";"";"Om Prakash Yadav"
"28.12.2018";"The Constitution (Amendment) Bill, 2018 (Insertion of new article 275A, etc.)";"Pending";"";"";"Om Prakash Yadav"
"28.12.2018";"The Constitution (Amendment) Bill, 2018 (Insertion of new article 31)";"Pending";"";"";"Om Prakash Yadav"
"28.12.2018";"The Non-Resident Indians (Voting Rights and Welfare) Bill, 2018";"Pending";"";"";"Om Prakash Yadav"
"03.08.2018";"The Educational Innovations Commission Bill, 2018";"Pending";"";"";"Om Prakash Yadav"
"03.08.2018";"The Prevention of Torture Bill, 2018";"Pending";"";"";"Om Prakash Yadav"
"03.08.2018";"The Prevention of Enforced Disappearance Bill, 2018";"Pending";"";"";"Om Prakash Yadav"
"29.12.2017";"The Children with Specific Learning Disabilities (Identification and Support in Education) Bill, 2017";"Pending";"";"";"Om Prakash Yadav"
"29.12.2017";"The Compulsory Health Insurance for Senior Citizens, Mentally Retarded Children and Persons with Disabilities Bill, 2017";"Pending";"";"";"Om Prakash Yadav"
"29.12.2017";"The Right to Adequate Housing Bill, 2017";"Pending";"";"";"Om Prakash Yadav"
"10.03.2017";"The Special Courts for Scheduled Castes and Scheduled Tribes Bill, 2016";"Pending";"";"";"Om Prakash Yadav"
"10.03.2017";"The Right to Privacy of Personal Data Bill, 2016";"Pending";"";"";"Om Prakash Yadav"
"10.03.2017";"The Prevention of Atrocities on Women Bill, 2016";"Pending";"";"";"Om Prakash Yadav"
"10.03.2017";"The Indian Forest (Amendment) Bill, 2016 (Insertion of new section 35, etc.)";"Pending";"";"";"Om Prakash Yadav"
"05.08.2016";"The Jute Growers (Remunerative Price and Welfare) Bill, 2016";"Pending";"";"";"Om Prakash Yadav"
"05.08.2016";"The Powerloom Sector (Welfare) Bill, 2016";"Pending";"";"";"Om Prakash Yadav"
"18.12.2015";"The Mentally Retarded Children (Welfare) Bill, 2015";"Pending";"";"";"Om Prakash Yadav"
"18.12.2015";"The Constitution (Amendment) Bill, 2015 (Insertion of new articles 16A and 16AA)";"Pending";"";"";"Om Prakash Yadav"
"13.03.2015";"The Palliative Care (Education and Training) Bill, 2015";"Pending";"";"";"Om Prakash Yadav"
"13.03.2015";"The Constitution (Amendment) Bill, 2015 (Insertion of new article 279A)";"Pending";"";"";"Om Prakash Yadav"
"13.03.2015";"The Slums and Jhuggi-Jhopri Areas Clearance Bill, 2015";"Pending";"";"";"Om Prakash Yadav"
"13.03.2015";"The Special Financial Assistance to the State of Bihar Bill, 2015";"Pending";"";"";"Om Prakash Yadav"
"12.12.2014";"The High Court at Patna (Establishment of a Permanent Bench at Siwan) Bill, 2014";"Pending";"";"";"Om Prakash Yadav"
"12.12.2014";"The Flood Control Bill, 2014";"Pending";"";"";"Om Prakash Yadav"
"12.12.2014";"The Farmers (Old Age Pensions) Bill, 2014";"Pending";"";"";"Om Prakash Yadav"
"25.07.2014";"The Basic and Primary Education (Compulsory Teaching in Mother Tongue) Bill, 2014";"Pending";"";"";"Om Prakash Yadav"
"25.07.2014";"The Sanskrit Language (Promotion) Bill, 2014";"Pending";"";"";"Om Prakash Yadav"
"25.07.2014";"The Constitution (Amendment) Bill, 2014 (Amendment of the Eighth Schedule)";"Pending";"";"";"Om Prakash Yadav"
"07.08.2015";"The Special Financial Assistance to the State of Andhra Pradesh Bill, 2015";"Pending";"";"";"Pandula Ravindra Babu"
"07.08.2015";"The Bhagwan Buddha Central Homeopathy University Bill, 2015";"Pending";"";"";"Pankaj Chowdhary"
"13.03.2015";"The Health Insurance Scheme for Disabled Persons Bill, 2015";"Pending";"";"";"Pankaj Chowdhary"
"28.12.2018";"The Compulsory Teaching of Knowledge Traditions and Practices of India in Educational Institutions Bill, 2018";"Pending";"";"";"Parvesh Sahib Singh Verma"
"28.12.2018";"The Emblems and Names (Prevention of Improper Use) Amendment Bill,2018 (Amendment of the Schedule)";"Pending";"";"";"Parvesh Sahib Singh Verma"
"28.12.2018";"The Official Government Meetings and Functions (Prohibition on serving Non-Vegetarian Food) Bill, 2018";"Pending";"";"";"Parvesh Sahib Singh Verma"
"28.12.2018";"The Prevention of Insults to National Honour (Amendment) Bill, 2018 (Substitution of new section for section 3)";"Pending";"";"";"Parvesh Sahib Singh Verma"
"29.12.2017";"The Bio-Degradable Packaging Materials (Compulsory Use in Packing Commodities) Bill, 2017";"Pending";"";"";"Parvesh Sahib Singh Verma"
"10.03.2017";"The Constitution (Amendment) Bill, 2016 (Amendment of article 243D)";"Pending";"";"";"Parvesh Sahib Singh Verma"
"10.03.2017";"The Indian Penal Code (Amendment) Bill, 2016 (Insertion of new section 376F)";"Pending";"";"";"Parvesh Sahib Singh Verma"
"21.07.2017";"The Constitution (Amendment) Bill, 2017 (Amendment of article 51A)";"Pending";"";"";"P. Karunakaran"
"21.07.2017";"The Delhi Metro Railway (Operation and Maintenance) (Amendment) Bill, 2017 (Insertion of new section 63A)";"Pending";"";"";"P. Karunakaran"
"21.07.2017";"The Employees' Provident Funds and Miscellaneous Provisions (Amendment) Bill, 2017 (Amendment of section 5)";"Pending";"";"";"P. Karunakaran"
"21.07.2017";"The Indian Penal Code (Amendment) Bill, 2017 (Omission of section 124A)";"Pending";"";"";"P. Karunakaran"
"10.03.2017";"The Academy of Scientific and Innovative Research (Amendment) Bill, 2016 (Insertion of new section 39)";"Pending";"";"";"P. Karunakaran"
"10.03.2017";"The Constitution (Amendment) Bill, 2016 (Amendment of article 309)";"Pending";"";"";"P. Karunakaran"
"10.03.2017";"The Constitution (Amendment) Bill, 2016 (Amendment of article 80)";"Pending";"";"";"P. Karunakaran"
"10.03.2017";"The Working Elephants (Protection and Welfare) Bill, 2016";"Pending";"";"";"P. Karunakaran"
"04.12.2015";"The Cancer Patients (Free Medical Treatment) Bill, 2015";"Pending";"";"";"P. Karunakaran"
"13.03.2015";"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 2015 (Amendment of the Schedule)";"Pending";"";"";"P. Karunakaran"
"13.03.2015";"The Tailoring Workers (Welfare) Bill, 2015";"Pending";"";"";"P. Karunakaran"
"12.12.2014";"The Banning of Harmful Pesticides Bill, 2014";"Pending";"";"";"P. Karunakaran"
"12.12.2014";"The Maternity Benefit (Amendment of section 5)";"Pending";"";"";"P. Karunakaran"
"03.08.2018";"The Guardians and Wards (Amendment) Bill,2017 (Insertion of new section 18A)";"Pending";"";"";"Poonam Mahajan Alias Poonam Vajendla Rao"
"03.08.2018";"The Protection of Children from Sexual Offences (Amendment) Bill, 2017 (Insertion of new section 38A)";"Pending";"";"";"Poonam Mahajan Alias Poonam Vajendla Rao"
"03.08.2018";"The Right of Children to Free and Compulsory Education (Amendment) Bill, 2017 (Amendment of section 21)";"Pending";"";"";"Poonam Mahajan Alias Poonam Vajendla Rao"
"03.08.2018";"The Rights of Persons with Disabilities (Amendment) Bill, 2017 (Amendment of the Schedule)";"Pending";"";"";"Poonam Mahajan Alias Poonam Vajendla Rao"
"05.08.2016";"The Maintenance and Welfare of Parents and Senior Citizens (Amendment) Bill, 2016 (Amendment of section 2, etc.)";"Pending";"";"";"Poonam Mahajan Alias Poonam Vajendla Rao"
